date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:14:24	10646/10646	---M-Z	200	added ('OK')	image/svg+xml	etag:%222996-65d0cae5-314ce0dd2f50d672;gz%22	https://html.xpressbuddy.com/purefit/assets/img/logo/logo2.svg	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/logo/logo2.svg	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:25	585/585	---M-Z	200	added ('OK')	image/svg+xml	etag:%22249-65d0cae5-5f853253df3ac99f;gz%22	https://html.xpressbuddy.com/purefit/assets/img/icon/search.svg	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/icon/search.svg	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:25	634/634	---M-Z	200	added ('OK')	image/svg+xml	etag:%2227a-65d0cae5-b2ca10f044852f27;gz%22	https://html.xpressbuddy.com/purefit/assets/img/icon/star-2.svg	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/icon/star-2.svg	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:25	400360/400360	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2261be8-65d0cae5-1a64eb25bd058ac8;gz%22	https://html.xpressbuddy.com/purefit/assets/fonts/fa-light-300.ttf	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/fonts/fa-light-300.ttf	(from https://html.xpressbuddy.com/purefit/assets/css/fontawesome.css)
00:14:27	77747/77747	---M--	200	added ('OK')	image/png	etag:%2212fb3-65d0cae5-4c6a0ef71db03b30;;;%22	https://html.xpressbuddy.com/purefit/assets/img/shape/h_shape1.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/shape/h_shape1.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:27	313408/313408	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%224c840-65d0cae5-b08b0589e62955bc;gz%22	https://html.xpressbuddy.com/purefit/assets/fonts/fa-solid-900.ttf	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/fonts/fa-solid-900.ttf	(from https://html.xpressbuddy.com/purefit/assets/css/fontawesome.css)
00:14:29	36440/36440	---M--	200	added ('OK')	image/png	etag:%228e58-65d0cae5-f155854efea4d355;;;%22	https://html.xpressbuddy.com/purefit/assets/img/shape/h_shape2.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/shape/h_shape2.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:29	5101/5101	---M--	200	added ('OK')	image/png	etag:%2213ed-65d0cae5-c6d4685333652862;;;%22	https://html.xpressbuddy.com/purefit/assets/img/shape/h_shape3.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/shape/h_shape3.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:29	1818/1818	---M-Z	200	added ('OK')	image/svg+xml	etag:%2271a-65d0cae5-5c36ac70ff93955b;gz%22	https://html.xpressbuddy.com/purefit/assets/img/icon/feat_01.svg	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/icon/feat_01.svg	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:29	9744/9744	---M--	200	added ('OK')	image/png	etag:%222610-65d0cae5-6cb2550fe46b795c;;;%22	https://html.xpressbuddy.com/purefit/assets/img/shape/h_shape4.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/shape/h_shape4.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:29	1491/1491	---M-Z	200	added ('OK')	image/svg+xml	etag:%225d3-65d0cae5-fc78625cafcc1499;gz%22	https://html.xpressbuddy.com/purefit/assets/img/icon/feat_02.svg	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/icon/feat_02.svg	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:30	3791/3791	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ecf-65d0cae5-feff236cec90273d;gz%22	https://html.xpressbuddy.com/purefit/assets/img/icon/feat_03.svg	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/icon/feat_03.svg	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:30	1909/1909	---M-Z	200	added ('OK')	image/svg+xml	etag:%22775-65d0cae5-e435419837f70b6;gz%22	https://html.xpressbuddy.com/purefit/assets/img/icon/feat_04.svg	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/icon/feat_04.svg	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:30	7426/7426	---M--	200	added ('OK')	image/png	etag:%221d02-65d0cae5-7bda2312f20d9b09;;;%22	https://html.xpressbuddy.com/purefit/assets/img/shape/ab_shape1.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/shape/ab_shape1.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:31	369188/369188	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%225a224-65d0cae5-488f4085d5a99017;gz%22	https://html.xpressbuddy.com/purefit/assets/fonts/fa-regular-400.ttf	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/fonts/fa-regular-400.ttf	(from https://html.xpressbuddy.com/purefit/assets/css/fontawesome.css)
00:14:31	15168/15168	---M--	200	added ('OK')	image/png	etag:%223b40-65d0cae5-3eea5485826b0dbd;;;%22	https://html.xpressbuddy.com/purefit/assets/img/shape/ab_shape2.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/shape/ab_shape2.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:32	667/667	---M-Z	200	added ('OK')	image/svg+xml	etag:%2229b-65d0cae5-95782be1b8cafd15;gz%22	https://html.xpressbuddy.com/purefit/assets/img/icon/check2.svg	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/icon/check2.svg	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:33	144957/144957	---M--	200	added ('OK')	image/png	etag:%222363d-65d0cae5-5dd492213b2b5509;;;%22	https://html.xpressbuddy.com/purefit/assets/img/shop/hero_product2.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/shop/hero_product2.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:34	32416/32416	---M--	200	added ('OK')	image/png	etag:%227ea0-65d0cae5-ac78d3a5ec5913f;;;%22	https://html.xpressbuddy.com/purefit/assets/img/shop/product_08.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/shop/product_08.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:34	33039/33039	---M--	200	added ('OK')	image/png	etag:%22810f-65d0cae5-6cd199be7621c321;;;%22	https://html.xpressbuddy.com/purefit/assets/img/shop/product_06.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/shop/product_06.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:35	34854/34854	---M--	200	added ('OK')	image/png	etag:%228826-65d0cae5-8517e65cc55c7417;;;%22	https://html.xpressbuddy.com/purefit/assets/img/shop/product_07.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/shop/product_07.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:36	13071/13071	---M--	200	added ('OK')	image/png	etag:%22330f-65d0cae5-f55d7a5258e84ea2;;;%22	https://html.xpressbuddy.com/purefit/assets/img/shape/shop_shape1.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/shape/shop_shape1.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:36	30485/30485	---M--	200	added ('OK')	image/png	etag:%227715-65d0cae5-42ceeb85f9c0d1d6;;;%22	https://html.xpressbuddy.com/purefit/assets/img/shop/product_09.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/shop/product_09.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:36	13665/13665	---M--	200	added ('OK')	image/png	etag:%223561-65d0cae5-a2ea08cd7a02d36c;;;%22	https://html.xpressbuddy.com/purefit/assets/img/shape/shop_shape2.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/shape/shop_shape2.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:37	1681/1681	---M-Z	200	added ('OK')	image/svg+xml	etag:%22691-65d0cae5-83133880170872fd;gz%22	https://html.xpressbuddy.com/purefit/assets/img/icon/wus_01.svg	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/icon/wus_01.svg	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:37	1957/1957	---M-Z	200	added ('OK')	image/svg+xml	etag:%227a5-65d0cae5-15a21e6931a2914;gz%22	https://html.xpressbuddy.com/purefit/assets/img/icon/wus_02.svg	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/icon/wus_02.svg	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:38	1294/1294	---M-Z	200	added ('OK')	image/svg+xml	etag:%2250e-65d0cae5-2750905b089395a2;gz%22	https://html.xpressbuddy.com/purefit/assets/img/icon/wus_03.svg	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/icon/wus_03.svg	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:38	1462/1462	---M-Z	200	added ('OK')	image/svg+xml	etag:%225b6-65d0cae5-ace254ff15beaf76;gz%22	https://html.xpressbuddy.com/purefit/assets/img/icon/wus_04.svg	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/icon/wus_04.svg	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:38	1243/1243	---M--	200	added ('OK')	image/png	etag:%224db-65d0cae5-d870618fe64060a6;;;%22	https://html.xpressbuddy.com/purefit/assets/img/icon/tst_rating.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/icon/tst_rating.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:38	180883/180883	---M--	200	added ('OK')	image/png	etag:%222c293-65d0cae5-8294be7ebf506517;;;%22	https://html.xpressbuddy.com/purefit/assets/img/shop/abt_product.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/shop/abt_product.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:39	9933/9933	---M--	200	added ('OK')	image/png	etag:%2226cd-65d0cae5-fe7f2edf47e556c3;;;%22	https://html.xpressbuddy.com/purefit/assets/img/avatar/tst_04.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/avatar/tst_04.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:39	11254/11254	---M--	200	added ('OK')	image/png	etag:%222bf6-65d0cae5-7a397c2b69f0ade0;;;%22	https://html.xpressbuddy.com/purefit/assets/img/avatar/tst_06.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/avatar/tst_06.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:39	9590/9590	---M--	200	added ('OK')	image/png	etag:%222576-65d0cae5-622acd3b75334804;;;%22	https://html.xpressbuddy.com/purefit/assets/img/avatar/tst_05.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/avatar/tst_05.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:40	5113/5113	---M--	200	added ('OK')	image/png	etag:%2213f9-65d0cae5-edcfa79bc2c91fbd;;;%22	https://html.xpressbuddy.com/purefit/assets/img/shape/tst_shape.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/shape/tst_shape.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:41	9955/9955	---M-Z	200	added ('OK')	image/svg+xml	etag:%2226e3-65d0cae5-573bc6f8b53562e;gz%22	https://html.xpressbuddy.com/purefit/assets/img/icon/prc_icon.svg	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/icon/prc_icon.svg	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:41	2123/2123	---M-Z	200	added ('OK')	image/svg+xml	etag:%2284b-65d0cae5-59f4f254b2bbee91;gz%22	https://html.xpressbuddy.com/purefit/assets/img/icon/check3.svg	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/icon/check3.svg	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:41	4199/4199	---M-Z	200	added ('OK')	image/svg+xml	etag:%221067-65d0cae5-771d3b74441c6f4f;gz%22	https://html.xpressbuddy.com/purefit/assets/img/icon/check_x.svg	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/icon/check_x.svg	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:41	13105/13105	---M--	200	added ('OK')	image/png	etag:%223331-65d0cae5-db954d566b7b191;;;%22	https://html.xpressbuddy.com/purefit/assets/img/shape/tst_shape2.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/shape/tst_shape2.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:42	9948/9948	---M-Z	200	added ('OK')	image/svg+xml	etag:%2226dc-65d0cae5-42310f4ec418bfb2;gz%22	https://html.xpressbuddy.com/purefit/assets/img/icon/prc_icon2.svg	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/icon/prc_icon2.svg	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:42	3977/3977	---M--	200	added ('OK')	image/png	etag:%22f89-65d0cae5-d09160cc1ddb109e;;;%22	https://html.xpressbuddy.com/purefit/assets/img/brand/brand_01.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/brand/brand_01.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
00:14:43	3199/3199	---M--	200	added ('OK')	image/png	etag:%22c7f-65d0cae5-5aedfc96ae0ddb2d;;;%22	https://html.xpressbuddy.com/purefit/assets/img/brand/brand_02.png	C:/Users/Mega-PC/Desktop/5eme/django/projet%205eme/template/html.xpressbuddy.com/purefit/assets/img/brand/brand_02.png	(from https://html.xpressbuddy.com/purefit/home-2.html)
